Amazon CEO Says Co. Has Been Investing In Large Language Models For Years,https://www.benzinga.com/news/earnings/23/04/32065069/amazon-ceo-says-co-has-been-investing-in-large-language-models-for-years,positive
Amazon CFO Says Seeing Customers Optimize Their Cloud Spending In Response To Tough Economic Conditions; Sees Optimizations Continue Into Q2 With Apr. Rev Growth Rates ~5% Lower Than Q1,https://www.benzinga.com/news/earnings/23/04/32064955/amazon-cfo-says-seeing-customers-optimize-their-cloud-spending-in-response-to-tough-economic-condit,positive
Amazon CEO Says Businesses' Spending On Generative AI Will Boost Cloud Sales,https://www.benzinga.com/news/earnings/23/04/32064864/amazon-ceo-says-businesses-spending-on-generative-ai-will-boost-cloud-sales,positive
Amazon CFO Says Moving Some Capital Spend To Generative AI From Fulfillment And Transportation Costs,https://www.benzinga.com/news/earnings/23/04/32064815/amazon-cfo-says-moving-some-capital-spend-to-generative-ai-from-fulfillment-and-transportation-cost,positive
Amazon CFO Says Operating Income Negatively Impacted By Employee Severance Charge Of $470M In Q1,https://www.benzinga.com/news/earnings/23/04/32064635/amazon-cfo-says-operating-income-negatively-impacted-by-employee-severance-charge-of-470m-in-q1,positive
Amazon CFO Sees No Shift In The Competitive Balance Among Cloud Providers,https://www.benzinga.com/news/23/04/32062351/amazon-cfo-sees-no-shift-in-the-competitive-balance-among-cloud-providers,positive
Amazon CFO Says Advertising Is Still Seeing Strong Growth; North America Customers Looking For Value And Putting Off Some Discretionary Purchases; We've Seen Consumer Shifts To Lower Priced Items,https://www.benzinga.com/news/23/04/32062326/amazon-cfo-says-advertising-is-still-seeing-strong-growth-north-america-customers-looking-for-value,positive
Amazon CFO Says Fuel Impacts In Europe Starting To Ease,https://www.benzinga.com/news/earnings/23/04/32062157/amazon-cfo-says-fuel-impacts-in-europe-starting-to-ease,positive
Amazon Q1 Earnings Highlights: Revenue And EPS Beat AWS Up 16% YoY Q2 Guidance And More,https://www.benzinga.com/news/earnings/23/04/32060101/amazon-q1-earnings-highlights-revenue-and-eps-beat-aws-up-16-yoy-q2-guidance-and-more,positive
Amazon CEO Says 'We like the fundamentals we're seeing in AWS and believe there's much growth ahead.',https://www.benzinga.com/news/earnings/23/04/32059191/amazon-ceo-says-we-like-the-fundamentals-were-seeing-in-aws-and-believe-theres-much-growth-ahead,positive
Amazon CEO Says Working To Grow Business-To-Business Commerce To $100B In Yearly Gross Sales From $35B Today,https://www.benzinga.com/news/23/08/33563200/amazon-ceo-says-working-to-grow-business-to-business-commerce-to-100b-in-yearly-gross-sales-from-35b,positive
Amazon CEO Said Amazon Working To Grow Business-to-business Commerce To $100B In Yearly Gross Sales From $35B Today -Conf Call,https://www.benzinga.com/news/23/08/33563127/amazon-ceo-said-amazon-working-to-grow-business-to-business-commerce-to-100b-in-yearly-gross-sales-f,positive
Amazon CFO Said Looking Ahead To FY 2023 Expect Capital Investments To Be Slightly More Than $50B Vs $59B In 2022 -Conf Call,https://www.benzinga.com/news/23/08/33563099/amazon-cfo-said-looking-ahead-to-fy-2023-expect-capital-investments-to-be-slightly-more-than-50b-vs,positive
Amazon CFO Says Cloud Growth Rate Stabilized And Continuing Into Q3; Consumer Behavior Similar To Earlier This Year; Consumer Behavior Similar To Q1 With Shoppers Trading Down To Generic Brands,https://www.benzinga.com/news/23/08/33560938/amazon-cfo-says-cloud-growth-rate-stabilized-and-continuing-into-q3-consumer-behavior-similar-to-ear,positive
Amazon CFO Says Company Is Encouraged By Strength Of Cloud Customer Pipeline; Still Cost Optimization In Cloud Going On; Cloud Growth Rate Stabilized And Continuing Into Q3,https://www.benzinga.com/news/23/08/33560786/amazon-cfo-says-company-is-encouraged-by-strength-of-cloud-customer-pipeline-still-cost-optimization,positive
Amazon CFO Says Third Party Sellers Accounted For 60% Of Units Sold In Second Quarter; Says Shipping Costs Growing At Slower Pace Than Unit Growth,https://www.benzinga.com/news/earnings/23/08/33560599/amazon-cfo-says-third-party-sellers-accounted-for-60-of-units-sold-in-second-quarter-says-shipping-,positive
Amazon Delivers Q2 Earnings Gains To Investors: Revenue Climbs 11% AI In The Spotlight and More,https://www.benzinga.com/news/earnings/23/08/33559326/amazon-delivers-q2-earnings-gains-to-investors-revenue-climbs-11-ai-in-the-spotlight-and-more,positive
Amazon.com Q2 Adj. EPS $0.63 Beats $0.34 Estimate,https://www.benzinga.com/news/earnings/23/08/33558579/amazon-com-q2-eps-0-65-beats-0-34-estimate,positive
Amazon Q2 Adj. EPS $0.63,https://www.benzinga.com/news/earnings/23/08/33559149/amazon-q2-adj-eps-0-63,positive
CORRECTION: Amazon.com Sees Q3 Revenue $138B-$143B,https://www.benzinga.com/news/23/08/33559059/correction-amazon-com-sees-q3-revenue-138b-143b,positive
